Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Price,Bedrooms,Bathrooms,Car_park,Size,Size_unit,Type,Sold_date
"5 Bishop Place, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133833338,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$750,000 ",4,2,2,704,m²,House,Sold on 11 Aug 2020
"12 Evenwood Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133741474,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Michael Mau,https://i2.au.reastatic.net/150x200/1f91dd10c928b4c0b4aefdf6f1a2ee3211f28de6d5e5710b92a346481b7c2844/main.jpg,Sold,"$480,000 ",4,2,2,693,m²,House,Sold on 03 Aug 2020
"6 Babbidge Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131646682,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Gary Liu,https://i2.au.reastatic.net/150x200/7704ef4968787683b53115ee5a867a0813d18ea726fbca6cc0b69241193b95e3/main.jpg,Sold,"$530,000 ",3,1,1,711,m²,House,Sold on 31 Jul 2020
"124/313 Turton St, Coopers Plains",https://www.realestate.com.au/sold/property-townhouse-qld-coopers+plains-133996894,https://i2.au.reastatic.net/340x64/78924f6d86fc72ccf34d7dacd5410f81c46354f3a2d50fda6f55fda7a0e05970/logo.jpg,Rod Westerhuis,https://i2.au.reastatic.net/150x200/52e2b1c54953743299b16a5cca122ba1ef7f1bc8c3ad68ca962e3d42aa2e0a1a/main.jpg,Sold,"$400,000 ",2,3,1,,,Townhouse,Sold on 31 Jul 2020
"7 Babbidge Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131404090,https://i2.au.reastatic.net/340x64/150aa6d8005d05850bf029cc4417d2d243887c5469ca61744b592f15ec1708ea/logo.jpg,Nino Chen,https://i2.au.reastatic.net/150x200/1d6aac3fad91ef10b4e9a81f5bc58cfde10fa7a01483c3c8215ab3cc1995c196/main.jpg,Sold,"$765,500 ",4,2,2,,,House,Sold on 27 Jul 2020
"12 Hammersmith Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132762342,https://i2.au.reastatic.net/340x64/12ef93cc7f7390e92f92d8f83a776f5ffb0df86b0d891d99472ff751551d96d6/logo.gif,Russell Matthews,https://i2.au.reastatic.net/150x200/54a9c58a9a4a95bb7284f8ebc79fd63672ffb1b53ce2ec9a10129b0ec6f64aa6/main.jpg,Sold,"$507,000 ",3,1,2,405,m²,House,Sold on 10 Jul 2020
"7 Evenwood St, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133826734,https://i2.au.reastatic.net/340x64/12ef93cc7f7390e92f92d8f83a776f5ffb0df86b0d891d99472ff751551d96d6/logo.gif,Russell Matthews,https://i2.au.reastatic.net/150x200/54a9c58a9a4a95bb7284f8ebc79fd63672ffb1b53ce2ec9a10129b0ec6f64aa6/main.jpg,Sold,"$515,000 ",3,1,2,597,m²,House,Sold on 07 Jul 2020
"512 Musgrave Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133609090,https://i2.au.reastatic.net/340x64/72065f86a98a17150e26e3f853917195eccd8c1532b149724531cc4f232ffe53/logo.jpg,Peter Ou,https://i2.au.reastatic.net/150x200/8141596b0e32602d886e1636f7905ce1a3ae4bab5b9e8005827fb3177c09167a/main.jpg,Sold,"$650,000 ",3,1,2,974,m²,House,Sold on 06 Jul 2020
"54 Nyleta Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133243570,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,"$848,000 ",4,2,2,405,m²,House,Sold on 03 Jul 2020
"442 Musgrave Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133535154,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ke Ke,https://i2.au.reastatic.net/150x200/45c274230ae7032a3b71a189bdfdcacc19a1dfc40ae75cd6b62c540309743246/main.jpg,Sold,"$1,030,000 ",5,4,4,453,m²,House,Sold on 01 Jul 2020
"2 Lewis Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133626282,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$545,000 ",3,2,2,,,House,Sold on 30 Jun 2020
"51 Hammersmith Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133699722,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$722,500 ",3,1,2,809,m²,House,Sold on 27 Jun 2020
"265 Troughton Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133597502,https://i2.au.reastatic.net/340x64/51c5aea566c1b39eddc13b005c60931805462c9b8dad07a053a887a0832d91bd/logo.jpg,Adrian Daynes,https://i2.au.reastatic.net/150x200/cf62ec75a0fe31eb6b5ae28687b88b1fe57137181c26473cde0b4201bb2103d7/main.jpg,Sold,"$650,000 ",3,2,2,592,m²,House,Sold on 25 Jun 2020
"4/24 Comer Street, Coopers Plains",https://www.realestate.com.au/sold/property-townhouse-qld-coopers+plains-133033234,https://i2.au.reastatic.net/340x64/5df3390f7831001b164947981498322c59cd44bc34446de83b7df66362abfd68/logo.jpg,Terry Zheng,https://i2.au.reastatic.net/150x200/eeb3d84166ffc1ed2d083f060f48f631ec32e60b68d0e4021f26e64fa41012eb/main.jpg,Sold,"$555,000 ",3,3,2,,m²,Townhouse,Sold on 08 Jun 2020
"14 Lewis Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-133112086,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,David Ross,https://i2.au.reastatic.net/150x200/f6c4e8b009af0bf3e8a8d9bbf72024ab644d4bee361288fa3f712cb847eca0d9/main.jpg,Sold,"$540,000 ",3,2,1,320,m²,House,Sold on 26 May 2020
"85 Evenwood Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132926598,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$437,000 ",3,1,2,"1,356",m²,House,Sold on 25 May 2020
"113-117 Evenwood Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132741046,,,,Sold,"$585,000 ",4,2,2,929,m²,House,Sold on 06 May 2020
"14 Baroda Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132825654,https://i2.au.reastatic.net/340x64/2e43ff03d4a7a3e86cc93bb6512cecd122c21595051ba6eef58063b56fcdf7f0/logo.gif,Li Tao,https://i2.au.reastatic.net/150x200/a98bbb260379dbb0031b29b4d6b03b5c9106badea5d7f3f6a29cdc72bf5e8c24/main.jpg,Sold,"$680,000 ",4,3,3,592,m²,House,Sold on 02 Apr 2020
"126/313 Turton Street, Coopers Plains",https://www.realestate.com.au/sold/property-townhouse-qld-coopers+plains-132856234,https://i2.au.reastatic.net/340x64/7ba7be7e6f6692a29cf84d77ef86c34fe936188eb955080e16fcdbe1e32649f8/logo.gif,Karolina Marciniak,https://i2.au.reastatic.net/150x200/93f7b06b18ee2e3396de413803a7088b3704c743bb73946d4ac68265650a09b1/main.jpg,Sold,"$475,000 ",3,2,1,,,Townhouse,Sold on 01 Apr 2020
"2/26 Macgroarty Street, Coopers Plains",https://www.realestate.com.au/sold/property-townhouse-qld-coopers+plains-132321754,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Peter Florentzos,https://i2.au.reastatic.net/150x200/84ea12367769ad5dbeb41bbefb7309721995ae91c7f6a2b1a5020cd2fc86afde/main.jpg,Sold,"$450,000 ",3,2,2,199,m²,Townhouse,Sold on 23 Mar 2020
"67 Rosedale Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131004294,https://i2.au.reastatic.net/340x64/530f4c9b8f30b72e42e960cdf8d1a22a8d19ac590650f2afffd2c7fe69f71616/logo.gif,Tom Zhang,https://i2.au.reastatic.net/150x200/efdce063c147e81d72f1a7115179be4faeca57fbe6ae0b810f1008582181b18b/main.jpg,Sold,"$440,000 ",3,1,4,536,m²,House,Sold on 19 Mar 2020
"65 Nyleta Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132413242,https://i2.au.reastatic.net/340x64/23f9286122ee806198a1fd2c9b18994d058235263833ab8e478198c80b6550d2/logo.jpg,Adam Scott,https://i2.au.reastatic.net/150x200/dfa54a9ad4d111cb269eb077b5ce3835223bb030a7902c7eeabb4167eca09290/main.jpg,Sold,"$635,000 ",3,2,2,764,m²,House,Sold on 28 Feb 2020
"117 Highgate Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132924946,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$575,000 ",3,2,3,607,m²,House,Sold on 17 Feb 2020
"20 Cottonvale Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132453770,https://i2.au.reastatic.net/340x64/91a8160f9d13c61b4dd5eab708a70e8fc0f390082208f2e1191fa2e8af00f043/logo.jpg,MELISSA VERSCHUUR,https://i2.au.reastatic.net/150x200/3790672129371d65174cff62cbfb0e82bf1b1d5c80ab8292cecaff79b3ca12a8/main.jpg,Sold,"$670,000 ",4,2,4,592,m²,House,Sold on 04 Feb 2020
"37 Appleyard Crescent, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132763502,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$607,000 ",5,3,4,686,m²,House,Sold on 01 Feb 2020
"61 The Village Avenue, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132711958,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$596,000 ",3,2,4,513,m²,House,Sold on 01 Feb 2020
"6 Beechcroft Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132465230,https://i2.au.reastatic.net/340x64/5b7d4f9c83bc1011c9a579e3149b4c68b0d341e153c577022bb82418e5158440/logo.gif,Mark Ward,https://i2.au.reastatic.net/150x200/6535452dd73b0164f8e45e24045162c60a05dbd49c95a8ffa31a359e2162b87e/main.jpg,Sold,"$543,000 ",3,1,2,647,m²,House,Sold on 31 Jan 2020
"105 Nyleta Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131263210,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Shirley Chow,https://i2.au.reastatic.net/150x200/bc0c32160b560b8559d7868d205f7fa1afb5f55132106e4110d75e27b39cd20c/main.jpg,Sold,"$842,500 ",5,5,2,434,m²,House,Sold on 24 Jan 2020
"2 Upwood Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132222478,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$637,100 ",3,3,3,642,m²,House,Sold on 11 Dec 2019
"80 Dartmouth Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-132498270,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$738,000 ",3,1,2,810,m²,House,Sold on 10 Dec 2019
"56 Nyleta Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131941794,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,"$875,000 ",5,4,2,405,m²,House,Sold on 02 Dec 2019
"1098 Boundary Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131832386,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,"$515,000 ",3,1,2,647,m²,House,Sold on 18 Nov 2019
"69 Dartmouth Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131996798,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$710,000 ",4,2,2,405,m²,House,Sold on 04 Oct 2019
"22 Arrunga Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131844706,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$530,000 ",3,1,1,615,m²,House,Sold on 30 Sep 2019
"68 Dartmouth Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131653470,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Karl Gillespie,https://i2.au.reastatic.net/150x200/f5e6d6853b48b6a024fda5d0155ba60e23475aebca7fba76f281a8b7462d9b85/main.jpg,Sold,"$629,000 ",5,2,2,405,m²,House,Sold on 25 Sep 2019
"15 Vereker Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131607410,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$490,000 ",3,1,1,647,m²,House,Sold on 22 Aug 2019
"19 Evenwood Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131216574,https://i2.au.reastatic.net/340x64/5b7d4f9c83bc1011c9a579e3149b4c68b0d341e153c577022bb82418e5158440/logo.gif,Mark Ward,https://i2.au.reastatic.net/150x200/6535452dd73b0164f8e45e24045162c60a05dbd49c95a8ffa31a359e2162b87e/main.jpg,Sold,"$510,000 ",3,1,2,607,m²,House,Sold on 08 Aug 2019
"264 Troughton Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131407182,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Martin Ma,https://i2.au.reastatic.net/150x200/5de845c8c3f1f16d54e4c8f0079deb64b90a1cf8cf053f3e777e965972949af1/main.jpg,Sold,"$725,000 ",5,4,2,422,m²,House,Sold on 07 Aug 2019
"420 Musgrave Road, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131220694,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Bevin Powell,https://i2.au.reastatic.net/150x200/f7e85ba031761b4250983962ad64885a70defc7a59851ed51239dc591323ccf0/main.jpg,Sold,"$536,100 ",3,1,1,733,m²,House,Sold on 25 Jul 2019
"55 Nyleta Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-131263598,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Kosma Comino,https://i2.au.reastatic.net/150x200/2b7e92980c28d288ee3d07a0c0b432d367cc09cfd92f9b27133e385899480932/main.jpg,Sold,"$625,000 ",4,2,2,405,m²,House,Sold on 12 Jul 2019
"66 Appleyard Crescent, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-130208202,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$500,000 ",3,2,1,315,m²,House,Sold on 01 Jul 2019
"73 Longden  Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-130471442,https://i2.au.reastatic.net/340x64/db3708507988a900fdaccf2eef0c65054dc2219c44b29a75f8f0eeff5a350d82/logo.jpg,,,Sold,"$698,000 ",4,2,2,810,m²,House,Sold on 28 Jun 2019
"11 Highgate Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-130590194,https://i2.au.reastatic.net/340x64/3ac04680d8856bc1b5e3b54f1aa3d3507176da342bd15ff1123107b285991c45/logo.jpg,Dennis Simic,https://i2.au.reastatic.net/150x200/04272caf345d7c61e8adcdaaad5393a0e59fad1a10e2f8d9c826ed6074e7c879/main.jpg,Sold,"$677,500 ",3,1,4,809,m²,House,Sold on 12 Jun 2019
"17 Dartmouth Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-130868742,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Grant Boman,https://i2.au.reastatic.net/150x200/5f5fb3cd037a390021054b4549e9ea560765fa351226c1588d7bc4126cf6bbbc/main.jpg,Sold,"$438,000 ",3,2,2,405,m²,House,Sold on 12 Jun 2019
"57 Highgate Street, Coopers Plains",https://www.realestate.com.au/sold/property-house-qld-coopers+plains-130410666,https://i2.au.reastatic.net/340x64/3ac04680d8856bc1b5e3b54f1aa3d3507176da342bd15ff1123107b285991c45/logo.jpg,Dennis Simic,https://i2.au.reastatic.net/150x200/04272caf345d7c61e8adcdaaad5393a0e59fad1a10e2f8d9c826ed6074e7c879/main.jpg,Sold,"$830,000 ",5,2,2,405,m²,House,Sold on 04 Jun 2019
