Address,Property_Info,Agent_logo,Agent,Agent_photo,Status,Price,Bedrooms,Bathrooms,Car_park,Size,Size_unit,Type,Sold_date
"23 Ingluna Circuit, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134407982,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$1,050,000",5,3,2,828,m²,House,Sold on 10 Oct 2020
"23 Maroo Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134359598,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$818,000",4,2,2,888,m²,House,Sold on 10 Oct 2020
"10 Sunshine Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134304570,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$792,000",5,3,2,450,m²,House,Sold on 09 Oct 2020
"15/16 Arcadia Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-134138318,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$337,600",3,1,1,,,Townhouse,Sold on 05 Oct 2020
"9 Sungold Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134013806,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$885,000",6,2,4,450,m²,House,Sold on 02 Oct 2020
"4 DOME ST, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134306446,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Estelle Lin,https://i2.au.reastatic.net/150x200/e9a327ebfc868a61087ff3a3d25630c7cfc20e6af0cc7a2f6090bc80e3473fe5/main.jpg,Sold,"$548,000",3,1,1,663,m²,House,Sold on 02 Oct 2020
"1113/198 Padstow Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-unit-qld-eight+mile+plains-131932694,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$330,000",2,1,1,,,Unit,Sold on 02 Oct 2020
"66 Fanfare Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134160022,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$888,888",6,2,2,688,m²,House,Sold on 01 Oct 2020
"27 Collett Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133554730,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$850,000",5,3,4,455,m²,House,Sold on 01 Oct 2020
"6/45 Gaskell Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-134222082,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$365,000",3,2,1,,,Townhouse,Sold on 01 Oct 2020
"8 Googie Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134030690,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$870,000",4,3,6,754,m²,House,Sold on 30 Sep 2020
"23 Cranberry Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133837902,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Liz Cruse,https://i2.au.reastatic.net/150x200/065c335acd3ef5abd720ee6347a0caf765955ed4db775d5e9945eea6f6767e64/main.jpg,Sold,"$695,000",4,2,2,696,m²,House,Sold on 21 Sep 2020
"4A Dromos Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134112462,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$1,040,000",5,3,2,423,m²,House,Sold on 18 Sep 2020
"15 Fanfare Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134161966,https://i2.au.reastatic.net/340x64/db3708507988a900fdaccf2eef0c65054dc2219c44b29a75f8f0eeff5a350d82/logo.jpg,Mitch Schenning,https://i2.au.reastatic.net/150x200/dbf72e06c2405ce4412825c59dfac74dc5b10bb8b7229e9755e2c27bbc985502/main.jpg,Sold,"$615,000",4,3,2,624,m²,House,Sold on 18 Sep 2020
"12 Tapioca St, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134075406,https://i2.au.reastatic.net/340x64/2d9dcee3ce855ea937f154b73475823025fe11d84ebdd6880420e803e8ebcada/logo.gif,Louis Soh,https://i2.au.reastatic.net/150x200/44389983af99ce723e6717ac1cf17541ba3fbea44ae45664ae0c1a86df43067d/main.jpg,Sold,"$718,000",5,2,2,731,m²,House,Sold on 15 Sep 2020
"8/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-villa-qld-eight+mile+plains-134262926,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$375,003",3,2,1,,,Villa,Sold on 14 Sep 2020
"1 Lindeman Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134029194,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$870,000",5,3,2,700,m²,House,Sold on 07 Sep 2020
"19 Brooklands Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133175614,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$680,000",5,2,4,,,House,Sold on 02 Sep 2020
"144 Chester Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134102022,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$928,000",5,3,2,671,m²,House,Sold on 28 Aug 2020
"9 Collett Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133730614,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$1,261,500",5,3,2,638,m²,House,Sold on 26 Aug 2020
"92 Holmead Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-134128130,https://i2.au.reastatic.net/340x64/3fbb0a1151f78609d030b6d209df92eb1f048c70a965d23618004befe58575a8/logo.jpg,Brad Sissons,https://i2.au.reastatic.net/150x200/34b770ac2cad166439b13557cf4d23c4790d6e3c356946b2e4216e3ddb2a25a1/main.jpg,Sold,"$715,000",3,2,4,729,m²,House,Sold on 25 Aug 2020
"2 Mode Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133800082,https://i2.au.reastatic.net/340x64/36ff9fb5b71d2ec9e5feff19a26c670671042d6307c523ae87c2d5f5c1e0e885/logo.jpg,Xavier Far,https://i2.au.reastatic.net/150x200/3a15678b91f52ee6f297eb71dc9e62bd3d17ef0e1e544515edbc26368b82c222/main.jpg,Sold,"$560,000",4,2,,430,m²,House,Sold on 24 Aug 2020
"25 Regal Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133417694,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$960,000",4,2,2,745,m²,House,Sold on 18 Aug 2020
"18 Verdelho Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133955750,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Anton Silaen,https://i2.au.reastatic.net/150x200/a7787f19c4c1b919a130bd0ff749cc11724987434109ae990fe956c37889bfb1/main.jpg,Sold,"$820,000",4,2,3,660,m²,House,Sold on 07 Aug 2020
"4/28 Holmead Road, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-133636934,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Anton Silaen,https://i2.au.reastatic.net/150x200/a7787f19c4c1b919a130bd0ff749cc11724987434109ae990fe956c37889bfb1/main.jpg,Sold,"$410,000",3,2,2,,,Townhouse,Sold on 03 Aug 2020
"12 Collett Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133005510,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$990,000",6,3,2,603,m²,House,Sold on 15 Jul 2020
"44/25 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-133757594,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Dianne Deem,https://i2.au.reastatic.net/150x200/3280a45c348dad6c07923b7986274f0c6745b2eb54a3e441c3e4def220ff29ae/main.jpg,Sold,"$320,000",3,2,2,,m²,Townhouse,Sold on 15 Jul 2020
"6/538 Warrigal Rd, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-133629426,https://i2.au.reastatic.net/340x64/594b0868d995b4188e967f2bef9024a9078e6cc6c170d47923627f990945aab1/logo.gif,Howard Tsang,https://i2.au.reastatic.net/150x200/2d6cb726bdc708ec3143e68ccd3eb5adaed37b271f9d7cb6ef1be1a2765f1b71/main.jpg,Sold,"$395,000",3,2,2,,m²,Townhouse,Sold on 13 Jul 2020
"16 Malbon Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133498158,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Emily Xiong,https://i2.au.reastatic.net/150x200/d8a1d93a0740bbbaa88c5015863d2dae840ad32be0df2268776899c24f90735e/main.jpg,Sold,"$961,888",5,3,4,804,m²,House,Sold on 10 Jul 2020
"35 Malbon Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-132726514,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,George Yang,https://i2.au.reastatic.net/150x200/356bd44b66b2940daa22e00b80ef84bf37b2d8eff6c08da10f91318a9abf60d9/main.jpg,Sold,"$730,000",4,2,2,759,m²,House,Sold on 30 Jun 2020
"7/8 Buckingham Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-133463022,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$328,000",3,2,1,,,Townhouse,Sold on 29 Jun 2020
"30/16 Violet Close, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-133132034,https://i2.au.reastatic.net/340x64/d1cf2a5de194107cdafdefb35d4e8ae80cd78c9cd07a60d0550eef0a6a5d21d9/logo.jpg,Edison Cui,https://i2.au.reastatic.net/150x200/9bbc0d13eb844af8b1a1eb6c64f8a41eb18659b68cfed21a6478fc8be68e3f98/main.jpg,Sold,"$330,000",3,2,1,,m²,Townhouse,Sold on 24 Jun 2020
"16 Chanel Crescent, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133668974,https://i2.au.reastatic.net/340x64/5189ecc0d52fa13cb364635d9aeb8b628e45acfea27eb8a18e6d42cfc047cc2b/logo.jpg,Happy Helen,https://i2.au.reastatic.net/150x200/ea168175cc1ecd3e08f84c564db3832d8989da2338d3d75e7b53c7e089965630/main.jpg,Sold,"$748,000",4,2,2,774,m²,House,Sold on 22 Jun 2020
"16/18 Pumice Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-townhouse-qld-eight+mile+plains-132530414,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,,,Sold,"$360,000",3,2,1,232,m²,Townhouse,Sold on 11 Jun 2020
"11 Sanctuary Close, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133118414,https://i2.au.reastatic.net/340x64/2e43ff03d4a7a3e86cc93bb6512cecd122c21595051ba6eef58063b56fcdf7f0/logo.gif,Amir Shamsi,https://i2.au.reastatic.net/150x200/5837e1bdb4a0f6a3c52926a03df000379023a345c7b5d01a5ae07e3212538f83/main.jpg,Sold,"$780,000",5,3,2,,,House,Sold on 29 May 2020
"10 Savanna Place, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133412230,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Benny Liu,https://i2.au.reastatic.net/150x200/2df9bcf70011590cf91e162fc96320d5310577d3017639a5b24131a49111f671/main.jpg,Sold,"$639,000",4,2,2,453,m²,House,Sold on 20 May 2020
"5 Verdelho Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133141690,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$760,000",5,3,3,671,m²,House,Sold on 19 May 2020
"6 Rakumba Close, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133186810,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$870,600",5,2,2,844,m²,House,Sold on 12 May 2020
"4 Dominion Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-132979226,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$1,350,000",6,3,3,675,m²,House,Sold on 11 May 2020
"9 Cressbrook Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133291358,https://i2.au.reastatic.net/340x64/db3708507988a900fdaccf2eef0c65054dc2219c44b29a75f8f0eeff5a350d82/logo.jpg,Mitch Schenning,https://i2.au.reastatic.net/150x200/dbf72e06c2405ce4412825c59dfac74dc5b10bb8b7229e9755e2c27bbc985502/main.jpg,Sold,"$742,500",4,2,2,,,House,Sold on 05 May 2020
"35 Demigre Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-133335354,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Lachlan Smith,https://i2.au.reastatic.net/150x200/579d58db253bc6632f73e97d2b5c9117b39bd1226aa6871145be9acc6e20fe68/main.jpg,Sold,"$770,000",4,2,2,760,m²,House,Sold on 04 May 2020
"12/42 Slobodian Avenue, Eight Mile Plains",https://www.realestate.com.au/sold/property-apartment-qld-eight+mile+plains-133086686,https://i2.au.reastatic.net/340x64/d4ded41d2664e18bfcb62094f856fd407969a8d2ac3e37ea76924a497624a3cb/logo.jpg,Ela Milne,https://i2.au.reastatic.net/150x200/fdd2bea0f4b8eb79cfa4c0c54670ecea5d761c92b5612d97863c2f145ee1d54f/main.jpg,Sold,"$310,000",1,1,1,,,Apartment,Sold on 23 Apr 2020
"19 Catalpa Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-132983270,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Jonathan Wang,https://i2.au.reastatic.net/150x200/b9798c397d4249c4d43a81aca0740057f14eedb9d9bbb499a68efa0f4704320b/main.jpg,Sold,"$615,100",3,2,2,629,m²,House,Sold on 09 Apr 2020
"7 Bordeaux Street, Eight Mile Plains",https://www.realestate.com.au/sold/property-house-qld-eight+mile+plains-132803658,https://i2.au.reastatic.net/340x64/1a0238d49b4287a38de938faf33230ba9e13ac15242c8dbe67687c742a9cd914/logo.jpg,Zora Liu,https://i2.au.reastatic.net/150x200/686eee311c5f8f94d74b1f023f7f83f126247c77ef41a410319708f890bf8bbb/main.jpg,Sold,"$812,000",4,2,2,645,m²,House,Sold on 08 Apr 2020
